Title,Game,player1,player2
Tuesday Trials 132 GGST Winners Final - Eun (A.B.A) vs Mangocopter (Potemkin),Guilty Gear: Strive,Noel,Mangocopter
Tuesday Trials 132 GGST Winners Semis - Mangocopter (Potemkin) vs SlabOfBeef (Anji),Guilty Gear: Strive,Mangocopter,SlabofBeef
Tuesday Trials 132 SF6 Grand Final - Meatcrab (Juri) vs Chee (Marisa),Street Fighter 6,Meatcrab,Chee
Tuesday Trials 132 SF6 Losers Final - Meatcrab (Juri) vs Ironzhangief (Zangief),Street Fighter 6,Meatcrab,Ironzhangief
Tuesday Trials 132 SF6 Losers Semis - Meatcrab (Juri) vs GalaxyBrAn (Blanka),Street Fighter 6,Meatcrab,GalaxyBrAn
Tuesday Trials 132 SF6 Winners Final - Chee (Marisa) vs Ironzhangief (Zangief),Street Fighter 6,Chee,Ironzhangief
Tuesday Trials 132 SSBU Winners R1 - DLV (Kazuya) vs Black (Joker),Ultimate,DLV,Black
Tuesday Trials 132 SSBU Winners R1 - ThePancakeMan (Donkey Kong) vs 2 (Sheik),Ultimate,ThePancakeMan,2
Tuesday Trials 132 SSBU Winners R1 - blaahdjslh (R.O.B.) vs CaptainBoban (Captain Falcon),Ultimate,blaahdjslh,CaptainBoban
Tuesday Trials 132 SSBU Winners R2 - HamirTime (Ness) vs Arvand! (Terry),Ultimate,HamirTime,Arvand!
Tuesday Trials 133 GBVSR Grand Final - manners (Beelzebub) vs Sente (Katalina),Granblue Fantasy Versus,manners,Sente
Tuesday Trials 133 GBVSR Losers Final - manners (Beelzebub) vs Cheezy (Vira),Granblue Fantasy Versus,manners,Cheezy
Tuesday Trials 133 GGST Grand Final - mooni (Bridget) vs Eun (A.B.A),Guilty Gear: Strive,mooni,Noel
Tuesday Trials 133 GGST Losers Final - mooni (Bridget) vs Mangocopter (Potemkin),Guilty Gear: Strive,mooni,Mangocopter
Tuesday Trials 133 GGST Losers Quarters - phauzie (Millia) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,phauzie,Meaty Behemy
Tuesday Trials 133 GGST Losers Semis - mooni (Bridget) vs phauzie (Millia),Guilty Gear: Strive,mooni,phauzie
Tuesday Trials 133 GGST Winners Final - Mangocopter (Potemkin) vs Eun (A.B.A),Guilty Gear: Strive,Mangocopter,Noel
Tuesday Trials 133 GGST Winners Semis - Eun (A.B.A) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Noel,Meaty Behemy
Tuesday Trials 133 GGST Winners Semis - Mangocopter (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Mangocopter,mooni
Tuesday Trials 133 SF6 Grand Final - Mangocopter (Ryu) vs GalaxyBrAn (Blanka),Street Fighter 6,Mangocopter,GalaxyBrAn
Tuesday Trials 133 SF6 Losers Final - Mangocopter (Ryu) vs Eun (Guile),Street Fighter 6,Mangocopter,Noel
Tuesday Trials 133 SF6 Winners Final - Mangocopter (Ryu) vs GalaxyBrAn (Blanka),Street Fighter 6,Mangocopter,GalaxyBrAn
Tuesday Trials 133 SSBU Winners R1 - CallMeOddity (Pokémon Trainer) vs QuikyCrisp (Kazuya),Ultimate,CallMeOddity,QuikyCrisp
Tuesday Trials 133 SSBU Winners R1 - Weegee (Banjo & Kazooie) vs 1mcDon (R.O.B.),Ultimate,Weegee,1mcDon
Tuesday Trials 133 SSBU Winners R2 - Rad (Bowser) vs Mr Fish (Min Min),Ultimate,Rad,Mr. Fish
Tuesday Trials 133 SSBU Winners R3 - Anubis (Diddy Kong) vs Cornball (Sora),Ultimate,Anubis,Cornball
Tuesday Trials 133 T8 Grand Final - Rural Juror (Jack-8) vs Acvius (Dragunov),Tekken 8,Rural Juror,Acvius
Tuesday Trials 134 GGST Grand Final - Eun (A.B.A) vs mooni (Bridget),Guilty Gear: Strive,Noel,mooni
Tuesday Trials 134 GGST Losers Final - Meaty Behemy (Chipp) vs mooni (Giovanna),Guilty Gear: Strive,Meaty Behemy,mooni
Tuesday Trials 134 GGST Losers Quarters - Asylum (Ramlethal) vs mooni (Bridget),Guilty Gear: Strive,Asylum,mooni
Tuesday Trials 134 GGST Losers Quarters - Mangocopter (Potemkin) vs Speech (Potemkin),Guilty Gear: Strive,Mangocopter,Speech
Tuesday Trials 134 GGST Losers Semis - Mangocopter (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Mangocopter,mooni
Tuesday Trials 134 GGST Winners Final - Eun (A.B.A) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Noel,Meaty Behemy
Tuesday Trials 134 SF6 Grand Final - Ironzhangief (Zangief) vs GalaxyBrAn (Blanka),Street Fighter 6,Ironzhangief,GalaxyBrAn
Tuesday Trials 134 SF6 Losers Final - Mangocopter (Ryu) vs GalaxyBrAn (Blanka),Street Fighter 6,Mangocopter,GalaxyBrAn
Tuesday Trials 134 SF6 Losers Semis - Meatcrab (Juri) vs GalaxyBrAn (Blanka),Street Fighter 6,Meatcrab,GalaxyBrAn
Tuesday Trials 134 SF6 Winners Final - Mangocopter (Ryu) vs Ironzhangief (Zangief),Street Fighter 6,Mangocopter,Ironzhangief
Tuesday Trials 135 GGST Grand Final - Eun (A.B.A) vs Yemma (Happy Chaos),Guilty Gear: Strive,Noel,Yemma
Tuesday Trials 135 GGST Losers Final - Meaty Behemy (Goldlewis) vs Yemma (Happy Chaos),Guilty Gear: Strive,Meaty Behemy,Yemma
Tuesday Trials 135 GGST Losers Semis - Mangocopter (Potemkin) vs Yemma (Happy Chaos),Guilty Gear: Strive,Mangocopter,Yemma
Tuesday Trials 135 GGST Winners Final - Eun (A.B.A) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Noel,Meaty Behemy
Tuesday Trials 135 SF6 Grand Final - Ironzhangief (Zangief) vs GalaxyBrAn (Blanka),Street Fighter 6,Ironzhangief,GalaxyBrAn
Tuesday Trials 135 SF6 Losers Final - Ironzhangief (Zangief) vs WEFRAN (Cammy),Street Fighter 6,Ironzhangief,Marnie
Tuesday Trials 135 SF6 Losers Semis - Mangocopter (Ryu) vs WEFRAN (Cammy),Street Fighter 6,Mangocopter,Marnie
Tuesday Trials 135 SF6 Winners Final - Ironzhangief (Zangief) vs GalaxyBrAn (Blanka),Street Fighter 6,Ironzhangief,GalaxyBrAn
Tuesday Trials 135 SSBU Winners R1 - Archer (Cloud) vs TheMikeDrop (Ridley),Ultimate,Archer,TheMikeDrop
"Tuesday Trials 135 SSBU Winners R1 - Carrot (Sephiroth, Bowser) vs Cmiddy9 (King K. Rool)",Ultimate,Carrot,Cmiddy9
Tuesday Trials 135 SSBU Winners R2 - Mindset (R.O.B.) vs Sykom (Kirby),Ultimate,Mindset,Sykom
"Tuesday Trials 135 SSBU Winners R2 - TimeGear (Min Min) vs Cmiddy9 (King K. Rool, Sonic)",Ultimate,TimeGear,Cmiddy9
Tuesday Trials 135 SSBU Winners R3 - Arvand! (Terry) vs Rob Gucci (Snake),Ultimate,Arvand!,Rob Gucci
Tuesday Trials 135 SSBU Winners R3 - Case (Sephiroth) vs Cornball (Sora),Ultimate,Case,Cornball
"Tuesday Trials 135 SSBU Winners R3 - Squiggles (Wolf, Mii Brawler) vs Ikemefuna (Corrin)",Ultimate,Squiggles,Ikemefuna
"Tuesday Trials 135 T8 Grand Final - Cobb (Azucena, Jin) vs Acvius (Dragunov)",Tekken 8,Cobb,Acvius
"Tuesday Trials 135 T8 Losers Final - Cobb (Jin) vs RevantTillywink (Jack-8, King)",Tekken 8,Cobb,RevantTillywink
Tuesday Trials 135 T8 Losers Semis - Rural Juror (Jack-8) vs RevantTillywink (Jack-8),Tekken 8,Rural Juror,RevantTillywink
Tuesday Trials 135 T8 Winners Final - Acvius (Dragunov) vs Cobb (Jin),Tekken 8,Acvius,Cobb
Tuesday Trials 136 GGST Grand Final - mooni (Bridget) vs Eun (A.B.A),Guilty Gear: Strive,mooni,Noel
Tuesday Trials 136 GGST Losers Final - mooni (Bridget) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,mooni,Meaty Behemy
Tuesday Trials 136 GGST Losers Quarters - Mangocopter (Potemkin) vs Yemma (Happy Chaos),Guilty Gear: Strive,Mangocopter,Yemma
Tuesday Trials 136 GGST Losers R5 - Mangocopter (Potemkin) vs jaqworld (I-No),Guilty Gear: Strive,Mangocopter,jaqworld
Tuesday Trials 136 GGST Losers Semis - Mangocopter (Potemkin) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Mangocopter,Meaty Behemy
Tuesday Trials 136 GGST Winners Final - Eun (A.B.A) vs mooni (Bridget),Guilty Gear: Strive,Noel,mooni
Tuesday Trials 136 GGST Winners Semis - Eun (A.B.A) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Noel,Meaty Behemy
Tuesday Trials 136 GGST Winners Semis - mooni (Bridget) vs Yemma (Happy Chaos),Guilty Gear: Strive,mooni,Yemma
Tuesday Trials 136 SF6 Grand Final - GalaxyBrAn (Blanka) vs DonShark (Chun-Li),Street Fighter 6,GalaxyBrAn,DonShark
Tuesday Trials 136 SF6 Losers Final - Warmachine (Dee Jay) vs DonShark (Chun-Li),Street Fighter 6,Warmachine,DonShark
"Tuesday Trials 136 SF6 Losers Semis - Warmachine (Dee Jay) vs SwagMountains (Ryu, Jamie)",Street Fighter 6,Warmachine,SwagMountains
Tuesday Trials 136 SF6 Winners Final - DonShark (Chun-Li) vs GalaxyBrAn (Blanka),Street Fighter 6,DonShark,GalaxyBrAn
Tuesday Trials 136 SSBU Winners R1 - DLV (Kazuya) vs DerpBattles (Yoshi),Ultimate,DLV,DerpBattles
Tuesday Trials 136 SSBU Winners R1 - HamirTime (Ness) vs Joe_Yeet (Donkey Kong),Ultimate,HamirTime,Joe_Yeet
"Tuesday Trials 136 SSBU Winners R1 - Temakuru (Inkling) vs Frosty-boi (Kazuya, Ken)",Ultimate,Temakuru,Frosty-boi
Tuesday Trials 136 SSBU Winners R2 - Asian Jew (Greninja) vs Snuggie (Cloud),Ultimate,Asian Jew,Snuggie
Tuesday Trials 136 SSBU Winners R2 - Rad (Bowser) vs Ikemefuna (Ganondorf),Ultimate,Rad,Ikemefuna
Tuesday Trials 136 SSBU Winners R3 - Apparition (Palutena) vs BFP (Luigi),Ultimate,Apparition,BFP
Tuesday Trials 137 GGST Grand Final - Mangocopter (Potemkin) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Mangocopter,Meaty Behemy
Tuesday Trials 137 GGST Losers Final - mooni (Bridget) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,mooni,Meaty Behemy
Tuesday Trials 137 GGST Losers Quarters - jaqworld (Leo) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,jaqworld,Meaty Behemy
Tuesday Trials 137 GGST Losers R5 - phauzie (Millia) vs Speech (Potemkin),Guilty Gear: Strive,phauzie,Speech
Tuesday Trials 137 GGST Losers Semis - phauzie (Millia) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,phauzie,Meaty Behemy
Tuesday Trials 137 GGST Winners Final - Mangocopter (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Mangocopter,mooni
Tuesday Trials 137 GGST Winners Quarters - Mangocopter (Potemkin) vs Zeal (Giovanna),Guilty Gear: Strive,Mangocopter,Zeal
Tuesday Trials 137 GGST Winners Round 2 - NeroGX (Chipp) vs Yemma (Happy Chaos),Guilty Gear: Strive,NeroGX,Yemma
Tuesday Trials 137 GGST Winners Semis - Mangocopter (Potemkin) vs Yemma (Happy Chaos),Guilty Gear: Strive,Mangocopter,Yemma
Tuesday Trials 137 GGST Winners Semis - mooni (Bridget) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,mooni,Meaty Behemy
Tuesday Trials 137 SF6 Grand Final - Ironzhangief (Zangief) vs Mangocopter (Ryu),Street Fighter 6,Ironzhangief,Mangocopter
Tuesday Trials 137 SF6 Losers Final - Ironzhangief (Zangief) vs DonShark (Chun-Li),Street Fighter 6,Ironzhangief,DonShark
Tuesday Trials 137 SF6 Losers Quarters - Mag3r (Zangief) vs jmgn (Ryu),Street Fighter 6,Mag3r,jmgn
Tuesday Trials 137 SF6 Losers R4 - Ichi (Chun-Li) vs PookieTheBEAR (Zangief),Street Fighter 6,Ichi,PookieTheBEAR
Tuesday Trials 137 SF6 Losers Semis - Ironzhangief (Zangief) vs jmgn (Ryu),Street Fighter 6,Ironzhangief,jmgn
Tuesday Trials 137 SF6 Winners Final - Mangocopter (Ryu) vs DonShark (Chun-Li),Street Fighter 6,Mangocopter,DonShark
Tuesday Trials 137 SSBU Winners R1 - DLV (Kazuya) vs blaahdjslh (R.O.B.),Ultimate,DLV,blaahdjslh
Tuesday Trials 137 SSBU Winners R1 - HamirTime (Ness) vs Cmiddy9 (Sonic),Ultimate,HamirTime,Cmiddy9
Tuesday Trials 137 SSBU Winners R1 - droon (Mii Brawler) vs Mr Fish (Steve),Ultimate,droon,Mr. Fish
"Tuesday Trials 137 SSBU Winners R2 - Dandoo (Pikachu, Pokémon Trainer) vs Cornball (Sora)",Ultimate,Dandoo,Cornball
Tuesday Trials 138 GGST Grand Final - Mangocopter (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Mangocopter,mooni
Tuesday Trials 138 GGST Losers Final - Mangocopter (Potemkin) vs phauzie (Millia),Guilty Gear: Strive,Mangocopter,phauzie
Tuesday Trials 138 GGST Losers Quarters - Yemma (Happy Chaos) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Yemma,Meaty Behemy
Tuesday Trials 138 GGST Losers Semis - Yemma (Happy Chaos) vs phauzie (Millia),Guilty Gear: Strive,Yemma,phauzie
Tuesday Trials 138 GGST Winners Final - Mangocopter (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Mangocopter,mooni
Tuesday Trials 138 GGST Winners Quarters - Asylum (Ramlethal) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Asylum,Meaty Behemy
Tuesday Trials 138 GGST Winners Quarters - Mangocopter (Potemkin) vs Yemma (Happy Chaos),Guilty Gear: Strive,Mangocopter,Yemma
Tuesday Trials 138 GGST Winners Quarters - jaqworld (Leo) vs mooni (Bridget),Guilty Gear: Strive,jaqworld,mooni
Tuesday Trials 138 GGST Winners Quarters - phauzie (Millia) vs Speech (Potemkin),Guilty Gear: Strive,phauzie,Speech
Tuesday Trials 138 GGST Winners Semis - Mangocopter (Potemkin) vs phauzie (Millia),Guilty Gear: Strive,Mangocopter,phauzie
Tuesday Trials 138 GGST Winners Semis - mooni (Bridget) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,mooni,Meaty Behemy
Tuesday Trials 138 SF6 Grand Final - Mangocopter (Ryu) vs Warmachine (Dee Jay),Street Fighter 6,Mangocopter,Warmachine
Tuesday Trials 138 SF6 Losers Final - Mangocopter (Ryu) vs jmgn (Ryu),Street Fighter 6,Mangocopter,jmgn
Tuesday Trials 138 SF6 Losers Semis - Mangocopter (Ryu) vs Mag3r (Zangief),Street Fighter 6,Mangocopter,Mag3r
Tuesday Trials 138 SF6 Winners Final - Warmachine (Dee Jay) vs jmgn (Ryu),Street Fighter 6,Warmachine,jmgn
Tuesday Trials 138 SSBU Winners R1 - 2 (Sheik) vs Temakuru (Falco),Ultimate,2,Temakuru
Tuesday Trials 138 SSBU Winners R1 - whiskey (Sheik) vs Archaic (Falco),Ultimate,whiskey,Archaic
Tuesday Trials 138 SSBU Winners R2 - Lunar_ (Steve) vs dandoo (Pokémon Trainer),Ultimate,Lunar_,dandoo
"Tuesday Trials 138 SSBU Winners R2 - Rad (Bowser) vs GN^CN (Pokémon Trainer, Greninja)",Ultimate,Rad,GN^CN
Tuesday Trials 138 SSBU Winners R2 - VictoryStar (Terry) vs TheMikeDrop (Ridley),Ultimate,VictoryStar,TheMikeDrop
Tuesday Trials 139 GGST Grand Final - Mangocopter (Potemkin) vs Eun (A.B.A),Guilty Gear: Strive,Mangocopter,Noel
Tuesday Trials 139 GGST Losers Final - Mangocopter (Potemkin) vs WiseMysticTree (Millia),Guilty Gear: Strive,Mangocopter,WiseMysticTree
Tuesday Trials 139 GGST Losers Quarters - phauzie (Millia) vs mooni (Bridget),Guilty Gear: Strive,phauzie,mooni
Tuesday Trials 139 GGST Losers R5 - Mangocopter (Potemkin) vs NeroGX (Chipp),Guilty Gear: Strive,Mangocopter,NeroGX
Tuesday Trials 139 GGST Losers Semis - phauzie (Millia) vs Mangocopter (Potemkin),Guilty Gear: Strive,phauzie,Mangocopter
Tuesday Trials 139 GGST Winners Final - WiseMysticTree (Millia) vs Eun (A.B.A),Guilty Gear: Strive,WiseMysticTree,Noel
Tuesday Trials 139 GGST Winners Semis - Eun (A.B.A) vs Meaty Behemy (Goldlewis),Guilty Gear: Strive,Noel,Meaty Behemy
Tuesday Trials 139 GGST Winners Semis - WiseMysticTree (Millia) vs mooni (Bridget),Guilty Gear: Strive,WiseMysticTree,mooni
Tuesday Trials 139 SF6 Grand Final - Mangocopter (Ryu) vs WEFRAN (Akuma),Street Fighter 6,Mangocopter,Marnie
Tuesday Trials 139 SF6 Losers Final - Mangocopter (Ryu) vs DonShark (Chun-Li),Street Fighter 6,Mangocopter,DonShark
Tuesday Trials 139 SF6 Losers Quarters - Ichi (Chun-Li) vs jmgn (Akuma),Street Fighter 6,Ichi,jmgn
Tuesday Trials 139 SF6 Losers Quarters - Mangocopter (Ryu) vs Meatcrab (Juri),Street Fighter 6,Mangocopter,Meatcrab
Tuesday Trials 139 SF6 Losers R5 - WTFsUpDenny's (Marisa) vs jmgn (Akuma),Street Fighter 6,WTFsUpDenny's,jmgn
Tuesday Trials 139 SF6 Losers Semis - Mangocopter (Ryu) vs Ichi (Chun-Li),Street Fighter 6,Mangocopter,Ichi
Tuesday Trials 139 SF6 Winners Final - WEFRAN (Akuma) vs DonShark (Chun-Li),Street Fighter 6,Marnie,DonShark
"Tuesday Trials 139 SSBU Winners R1 - Archaic (Pit, Dark Pit) vs DerpBattles (Yoshi)",Ultimate,Archaic,DerpBattles
"Tuesday Trials 139 SSBU Winners R1 - HamirTime (Ness) vs CaesarsFate (Sephiroth, Incineroar)",Ultimate,HamirTime,CaesarsFate
"Tuesday Trials 139 SSBU Winners R1 - Q Zinnias (Little Mac, Captain Falcon) vs whiskey (Sheik)",Ultimate,Q Zinnias,whiskey
"Tuesday Trials 139 SSBU Winners R2 - IX (Bowser, King K. Rool) vs Rad (Bowser)",Ultimate,IX,Rad
Tuesday Trials 139 SSBU Winners R3 - Schmlorp (Lucas) vs Cornball (Sora),Ultimate,Schmlorp,Cornball
"Tuesday Trials 140 GGST Grand Final - Eun (May, A.B.A) vs Mangocopter (Slayer)",Guilty Gear: Strive,Noel,Mangocopter
Tuesday Trials 140 GGST Losers Final - SlabOfBeef (Anji) vs Mangocopter (Slayer),Guilty Gear: Strive,SlabofBeef,Mangocopter
Tuesday Trials 140 GGST Losers Quarters - Naiya55 (Potemkin) vs phauzie (Millia),Guilty Gear: Strive,Naiya55,phauzie
Tuesday Trials 140 GGST Losers Quarters - SlabOfBeef (Anji) vs Spvkythghst (Slayer),Guilty Gear: Strive,SlabofBeef,Spvkythghst
Tuesday Trials 140 GGST Losers Semis - SlabOfBeef (Anji) vs Naiya55 (Potemkin),Guilty Gear: Strive,SlabofBeef,Naiya55
Tuesday Trials 140 GGST Winners Final - Eun (A.B.A) vs Mangocopter (Slayer),Guilty Gear: Strive,Noel,Mangocopter
Tuesday Trials 140 GGST Winners Semis - Mangocopter (Slayer) vs Spvkythghst (Slayer),Guilty Gear: Strive,Mangocopter,Spvkythghst
Tuesday Trials 140 GGST Winners Semis - phauzie (Millia) vs Eun (A.B.A),Guilty Gear: Strive,phauzie,Noel
Tuesday Trials 140 SF6 Grand Final - Mangocopter (Ryu) vs DonShark (Chun-Li),Street Fighter 6,Mangocopter,DonShark
Tuesday Trials 140 SF6 Losers Final - Warmachine (Dee Jay) vs DonShark (Chun-Li),Street Fighter 6,Warmachine,DonShark
Tuesday Trials 140 SF6 Losers Semis - Warmachine (Dee Jay) vs Ironzhangief (Zangief),Street Fighter 6,Warmachine,Ironzhangief
Tuesday Trials 140 SF6 Winners Final - Mangocopter (Ryu) vs DonShark (Chun-Li),Street Fighter 6,Mangocopter,DonShark
"Tuesday Trials 140 SSBU Winners R1 - Ikemefuna (Ganondorf, Marth) vs topshadow (Cloud, Fox)",Ultimate,Ikemefuna,topshadow
Tuesday Trials 140 SSBU Winners R1 - Weegee (Banjo & Kazooie) vs Devilking (R.O.B.),Ultimate,Weegee,Devilking
Tuesday Trials 140 SSBU Winners R2 - Rad (Bowser) vs Bunsy (Link),Ultimate,Rad,Bunsy
Tuesday Trials 140 SSBU Winners R2 - TheMikeDrop (Ridley) vs DLV (Kazuya),Ultimate,TheMikeDrop,DLV
Tuesday Trials 141 GGST Grand Final - mooni (Sol) vs Eun (A.B.A),Guilty Gear: Strive,mooni,Noel
Tuesday Trials 141 GGST Losers Final - mooni (Sol) vs WiseMysticTree (Millia),Guilty Gear: Strive,mooni,WiseMysticTree
Tuesday Trials 141 GGST Losers Quarters - NeroGX (Chipp) vs WiseMysticTree (Millia),Guilty Gear: Strive,NeroGX,WiseMysticTree
Tuesday Trials 141 GGST Losers Semis - phauzie (Millia) vs WiseMysticTree (Millia),Guilty Gear: Strive,phauzie,WiseMysticTree
Tuesday Trials 141 GGST Winners Final - Eun (May) vs mooni (Sol),Guilty Gear: Strive,Noel,mooni
"Tuesday Trials 141 GGST Winners Qtr. - Potemkin Guy (Potemkin) vs Meaty Behemy (Slayer, Goldlewis)",Guilty Gear: Strive,Potemkin Guy,Meaty Behemy
Tuesday Trials 141 GGST Winners Quarters - Eun (A.B.A) vs jaqworld (Leo),Guilty Gear: Strive,Noel,jaqworld
Tuesday Trials 141 GGST Winners Quarters - Zeal (Slayer) vs mooni (Sol),Guilty Gear: Strive,Zeal,mooni
"Tuesday Trials 141 GGST Winners R3 - Redjmaster (Bridget, Sin) vs mooni (Sol)",Guilty Gear: Strive,Redjmaster,mooni
Tuesday Trials 141 GGST Winners Semis - Eun (A.B.A) vs WiseMysticTree (Millia),Guilty Gear: Strive,Noel,WiseMysticTree
Tuesday Trials 141 GGST Winners Semis - Potemkin Guy (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Potemkin Guy,mooni
Tuesday Trials 141 SF6 Grand Final - Philnmyself (Guile) vs Mangocopter (Ryu),Street Fighter 6,Philnmyself,Mangocopter
"Tuesday Trials 141 SF6 Losers Final - Philnmyself (Ed, Guile) vs DonShark (Chun-Li)",Street Fighter 6,Philnmyself,DonShark
Tuesday Trials 141 SF6 Losers Semis - Joe_Yeet (Marisa) vs DonShark (Chun-Li),Street Fighter 6,Joe_Yeet,DonShark
"Tuesday Trials 141 SF6 Winners Final - Mangocopter (Ryu) vs Philnmyself (Guile, Ed)",Street Fighter 6,Mangocopter,Philnmyself
Tuesday Trials 141 SSBU Winners R1 - Tree (Zero Suit Samus) vs July (Marth),Ultimate,Tree,July
Tuesday Trials 141 SSBU Winners R2 - DaveBot (Pyra/Mythra) vs SkyHigh (R.O.B.),Ultimate,DaveBot,SkyHigh
Tuesday Trials 141 SSBU Winners R2 - Tree (Zero Suit Samus) vs Geist (Bayonetta),Ultimate,Tree,Geist
Tuesday Trials 141 SSBU Winners R2 - VictoryStar (Terry) vs Nitrox (Ness),Ultimate,VictoryStar,Nitrox
Tuesday Trials 141 SSBU Winners R3 - El Scorcho (Snake) vs Cornball (Sora),Ultimate,El Scorcho,Cornball
Tuesday Trials 142 GGST Grand Final - Eun (A.B.A) vs Bebeo Amibo (Leo),Guilty Gear: Strive,Noel,Bebeo Amibo
Tuesday Trials 142 GGST Losers Final - Mangocopter (Potemkin) vs Bebeo Amibo (Leo),Guilty Gear: Strive,Mangocopter,Bebeo Amibo
Tuesday Trials 142 GGST Losers Quarters - Mangocopter (Potemkin) vs SlabOfBeef (Anji),Guilty Gear: Strive,Mangocopter,SlabofBeef
Tuesday Trials 142 GGST Losers Quarters - mooni (Sol) vs Meaty Behemy (Slayer),Guilty Gear: Strive,mooni,Meaty Behemy
Tuesday Trials 142 GGST Losers R4 - Mangocopter (Potemkin) vs Potemkin Guy (Potemkin),Guilty Gear: Strive,Mangocopter,Potemkin Guy
Tuesday Trials 142 GGST Losers R5 - Yemma (Happy Chaos) vs Meaty Behemy (Slayer),Guilty Gear: Strive,Yemma,Meaty Behemy
Tuesday Trials 142 GGST Losers Semis - Mangocopter (Potemkin) vs mooni (Bridget),Guilty Gear: Strive,Mangocopter,mooni
Tuesday Trials 142 GGST Winners Final - Eun (A.B.A) vs Bebeo Amibo (Slayer),Guilty Gear: Strive,Noel,Bebeo Amibo
Tuesday Trials 142 GGST Winners Semis - Bebeo Amibo (Slayer) vs mooni (Sol),Guilty Gear: Strive,Bebeo Amibo,mooni
Tuesday Trials 142 GGST Winners Semis - SlabOfBeef (Anji) vs Eun (A.B.A),Guilty Gear: Strive,SlabofBeef,Noel
Tuesday Trials 142 SF6 Grand Final - Black Ice (Lily) vs Joe_Yeet (Marisa),Street Fighter 6,Black Ice,Joe_Yeet
Tuesday Trials 142 SF6 Losers Final - Black Ice (Lily) vs ironzhangief (Zangief),Street Fighter 6,Black Ice,Ironzhangief
Tuesday Trials 142 SF6 Losers Semis - Mangocopter (Ryu) vs ironzhangief (Zangief),Street Fighter 6,Mangocopter,Ironzhangief
Tuesday Trials 142 SF6 Winners Final - Joe_Yeet (Marisa) vs Black Ice (Lily),Street Fighter 6,Joe_Yeet,Black Ice
Tuesday Trials 142 SSBU Winners R1 - whiskey (Sheik) vs NBU (Sora),Ultimate,whiskey,NBU
Tuesday Trials 142 SSBU Winners R2 - Ikemefuna (Ganondorf) vs DLV (Daisy),Ultimate,Ikemefuna,DLV
Tuesday Trials 142 SSBU Winners R3 - Arvand! (Terry) vs DaveBot (Pyra/Mythra),Ultimate,Arvand!,DaveBot
Tuesday Trials 142 SSBU Winners R3 - KZK (Falco) vs Lombardi (Falco),Ultimate,KZK,Lombardi
"Tuesday Trials 142 SSBU Winners R3 - Lombardi (Falco) vs ScrubbedOut (Diddy Kong, Mii Swordfighter)",Ultimate,Lombardi,ScrubbedOut
Tuesday Trials 142 SSBU Winners R3 - Nitrox (Ness) vs Cornball (Sora),Ultimate,Nitrox,Cornball
Tuesday Trials 143 GGST Grand Final - Eun (A.B.A) vs Bebeo Amibo (Johnny),Guilty Gear: Strive,Noel,Bebeo Amibo
"Tuesday Trials 143 GGST Losers Final - Yemma (Happy Chaos) vs Bebeo Amibo (Leo, Johnny)",Guilty Gear: Strive,Yemma,Bebeo Amibo
"Tuesday Trials 143 GGST Losers Quarters - Dandy Jandy (Slayer, Goldlewis) vs WiseMysticTree (Millia)",Guilty Gear: Strive,Meaty Behemy,WiseMysticTree
Tuesday Trials 143 GGST Losers Quarters - phauzie (Millia) vs Yemma (Happy Chaos),Guilty Gear: Strive,phauzie,Yemma
Tuesday Trials 143 GGST Losers Semis - Yemma (Happy Chaos) vs WiseMysticTree (Millia),Guilty Gear: Strive,Yemma,WiseMysticTree
"Tuesday Trials 143 GGST Winners Final - Bebeo Amibo (Leo, Johnny) vs Eun (A.B.A)",Guilty Gear: Strive,Bebeo Amibo,Noel
Tuesday Trials 143 GGST Winners Quarters - Bebeo Amibo (Leo) vs Zeal (Slayer),Guilty Gear: Strive,Bebeo Amibo,Zeal
Tuesday Trials 143 GGST Winners Quarters - Eun (A.B.A) vs Naiya55 (Potemkin),Guilty Gear: Strive,Noel,Naiya55
Tuesday Trials 143 GGST Winners Semis - Dandy Jandy (Slayer) vs Bebeo Amibo (Leo),Guilty Gear: Strive,Meaty Behemy,Bebeo Amibo
Tuesday Trials 143 GGST Winners Semis - Eun (A.B.A) vs Yemma (Happy Chaos),Guilty Gear: Strive,Noel,Yemma
